Author,Cancer,Cell Line,Coumarin,Dose,Time,Viability,SD,Unit
Chou 2007,cervix,Hela,Osthole,13.0,48h,96.0,± 6,µM
Chou 2007,cervix,Hela,Osthole,25.0,48h,84.0,± 9,µM
Chou 2007,cervix,Hela,Osthole,50.0,48h,63.0,± 9,µM
Chou 2007,cervix,Hela,Osthole,100.0,48h,20.0,± 10,µM
Chou 2007,cervix,Hela,Osthole,200.0,48h,0.0,± 0,µM
Chou 2007,cervix,Hela,Osthole,13.0,24h,100.0,± 2,µM
Chou 2007,cervix,Hela,Osthole,25.0,24h,100.0,± 0,µM
Chou 2007,cervix,Hela,Osthole,50.0,24h,100.0,± 0,µM
Chou 2007,cervix,Hela,Osthole,100.0,24h,86.0,± 1,µM
Chou 2007,cervix,Hela,Osthole,200.0,24h,8.0,± 0,µM
Jiang 2016,ovarian,A2780,Osthole,20.0,48h,72.0,± 5,µM
Jiang 2016,ovarian,A2780,Osthole,40.0,48h,58.0,± 5,µM
Jiang 2016,ovarian,A2780,Osthole,80.0,48h,43.0,± 3,µM
Jiang 2016,ovarian,A2780,Osthole,120.0,48h,30.0,± 3,µM
Jiang 2016,ovarian,A2780,Osthole,160.0,48h,22.0,± 3,µM
Jiang 2016,ovarian,A2780,Osthole,200.0,48h,17.0,± 3,µM
Jiang 2016,ovarian,A2780,Osthole,20.0,24h,91.0,± 3,µM
Jiang 2016,ovarian,A2780,Osthole,40.0,24h,80.0,± 3,µM
Jiang 2016,ovarian,A2780,Osthole,80.0,24h,71.0,± 0,µM
Jiang 2016,ovarian,A2780,Osthole,120.0,24h,55.0,± 5,µM
Jiang 2016,ovarian,A2780,Osthole,160.0,24h,39.0,± 5,µM
Jiang 2016,ovarian,A2780,Osthole,200.0,24h,27.0,± 3,µM
Liu 2022,breast,MDA-MB-231,Osthole,0.1,48h,100.8,± 6,µM
Liu 2022,breast,MDA-MB-231,Osthole,1.0,48h,99.5,± 6,µM
Liu 2022,breast,MDA-MB-231,Osthole,5.0,48h,97.5,± 6,µM
Liu 2022,breast,MDA-MB-231,Osthole,10.0,48h,96.2,± 6,µM
Liu 2022,breast,MDA-MB-231,Osthole,20.0,48h,88.7,± 6,µM
Liu 2022,breast,MDA-MB-231,Osthole,50.0,48h,65.5,± 6,µM
Liu 2022,breast,MDA-MB-231,Osthole,100.0,48h,42.4,± 6,µM
Liu 2022,breast,MDA-MB-231,Osthole,50.0,12h,94.0,± 6,µM
Liu 2022,breast,MDA-MB-231,Osthole,50.0,24h,85.0,± 6,µM
Liu 2022,breast,MDA-MB-231,Osthole,50.0,72h,52.0,± 5,µM
Yang 2010,breast,MDA-MB-231,Osthole,20.0,24h,94.6,± 4,µM
Yang 2010,breast,MDA-MB-231,Osthole,40.0,24h,92.6,± 8,µM
Yang 2010,breast,MDA-MB-231,Osthole,60.0,24h,92.6,± 8,µM
Yang 2010,breast,MDA-MB-231,Osthole,80.0,24h,91.2,± 7,µM
Yang 2010,breast,MDA-MB-231,Osthole,100.0,24h,90.7,± 8,µM
Yang 2010,breast,MCF-7,Osthole,20.0,24h,98.1,± 2,µM
Yang 2010,breast,MCF-7,Osthole,40.0,24h,96.2,± 2,µM
Yang 2010,breast,MCF-7,Osthole,60.0,24h,93.2,± 1,µM
Yang 2010,breast,MCF-7,Osthole,80.0,24h,94.7,± 2.5,µM
Yang 2010,breast,MCF-7,Osthole,100.0,24h,87.9,± 0.5,µM
Yu-ching Wen 2015,prostate,PC3,Osthole,0.0,24h,100.0,± 6,µM
Yu-ching Wen 2015,prostate,PC3,Osthole,20.0,24h,102.0,± 10,µM
Yu-ching Wen 2015,prostate,PC3,Osthole,40.0,24h,109.0,± 7,µM
Yu-ching Wen 2015,prostate,PC3,Osthole,60.0,24h,101.6,± 9,µM
Yu-ching Wen 2015,prostate,PC3,Osthole,80.0,24h,90.4,± 3,µM
Yu-ching Wen 2015,prostate,Du145,Osthole,0.0,24h,101.0,± 5,µM
Yu-ching Wen 2015,prostate,Du145,Osthole,20.0,24h,99.0,± 1,µM
Yu-ching Wen 2015,prostate,Du145,Osthole,40.0,24h,97.0,± 1,µM
Yu-ching Wen 2015,prostate,Du145,Osthole,60.0,24h,97.5,± 3,µM
Yu-ching Wen 2015,prostate,Du145,Osthole,80.0,24h,95.3,± 2,µM
YILIN CHE 2018,cervix,Hela,Osthole,0.0,24h,100.0,± 0,µM
YILIN CHE 2018,cervix,Hela,Osthole,40.0,24h,92.6,± 4,µM
YILIN CHE 2018,cervix,Hela,Osthole,80.0,24h,87.0,± 2,µM
YILIN CHE 2018,cervix,Hela,Osthole,120.0,24h,63.0,± 3,µM
YILIN CHE 2018,cervix,Hela,Osthole,160.0,24h,49.4,± 2,µM
YILIN CHE 2018,cervix,Hela,Osthole,200.0,24h,40.5,± 3,µM
YILIN CHE 2018,cervix,Hela,Osthole,0.0,48h,100.0,± 0,µM
YILIN CHE 2018,cervix,Hela,Osthole,40.0,48h,96.7,± 3,µM
YILIN CHE 2018,cervix,Hela,Osthole,80.0,48h,73.4,± 4,µM
YILIN CHE 2018,cervix,Hela,Osthole,120.0,48h,41.0,± 3,µM
YILIN CHE 2018,cervix,Hela,Osthole,160.0,48h,20.0,± 2,µM
YILIN CHE 2018,cervix,Hela,Osthole,200.0,48h,17.0,± 0,µM
YILIN CHE 2018,uterine,SiHa,Osthole,0.0,24h,100.0,± 0,µM
YILIN CHE 2018,uterine,SiHa,Osthole,40.0,24h,93.3,± 4,µM
YILIN CHE 2018,uterine,SiHa,Osthole,80.0,24h,83.0,± 2,µM
YILIN CHE 2018,uterine,SiHa,Osthole,120.0,24h,65.2,± 0,µM
YILIN CHE 2018,uterine,SiHa,Osthole,160.0,24h,42.6,± 0,µM
YILIN CHE 2018,uterine,SiHa,Osthole,200.0,24h,33.6,± 2,µM
YILIN CHE 2018,cervix,SiHa,Osthole,0.0,48h,100.0,± 0,µM
YILIN CHE 2018,cervix,SiHa,Osthole,40.0,48h,81.6,± 4,µM
YILIN CHE 2018,cervix,SiHa,Osthole,80.0,48h,70.0,± 5,µM
YILIN CHE 2018,cervix,SiHa,Osthole,120.0,48h,47.3,± 4,µM
YILIN CHE 2018,cervix,SiHa,Osthole,160.0,48h,33.0,± 3,µM
YILIN CHE 2018,cervix,SiHa,Osthole,200.0,48h,22.0,± 0,µM
YILIN CHE 2018,cervix,C-33A,Osthole,0.0,24h,100.0,± 0,µM
YILIN CHE 2018,cervix,C-33A,Osthole,40.0,24h,87.5,± 4,µM
YILIN CHE 2018,cervix,C-33A,Osthole,80.0,24h,80.5,± 5,µM
YILIN CHE 2018,cervix,C-33A,Osthole,120.0,24h,70.6,± 5,µM
YILIN CHE 2018,cervix,C-33A,Osthole,160.0,24h,43.0,± 4,µM
YILIN CHE 2018,cervix,C-33A,Osthole,200.0,24h,31.0,± 4,µM
YILIN CHE 2018,cervix,C-33A,Osthole,0.0,48h,100.0,± 0,µM
YILIN CHE 2018,cervix,C-33A,Osthole,40.0,48h,76.4,± 5,µM
YILIN CHE 2018,cervix,C-33A,Osthole,80.0,48h,67.8,± 0,µM
YILIN CHE 2018,cervix,C-33A,Osthole,120.0,48h,43.8,± 0,µM
YILIN CHE 2018,cervix,C-33A,Osthole,160.0,48h,25.4,± 2,µM
YILIN CHE 2018,cervix,C-33A,Osthole,200.0,48h,19.0,± 3,µM
YILIN CHE 2018,cervix,CaSki,Osthole,0.0,24h,100.0,± 0,µM
YILIN CHE 2018,cervix,CaSki,Osthole,40.0,24h,94.0,± 2,µM
YILIN CHE 2018,cervix,CaSki,Osthole,80.0,24h,83.3,± 3,µM
YILIN CHE 2018,cervix,CaSki,Osthole,120.0,24h,54.4,± 5,µM
YILIN CHE 2018,cervix,CaSki,Osthole,160.0,24h,34.6,± 1,µM
YILIN CHE 2018,cervix,CaSki,Osthole,200.0,24h,34.6,± 0,µM
YILIN CHE 2018,cervix,CaSki,Osthole,0.0,48h,100.0,± 0,µM
YILIN CHE 2018,cervix,CaSki,Osthole,40.0,48h,79.0,± 5,µM
YILIN CHE 2018,cervix,CaSki,Osthole,80.0,48h,62.0,± 4,µM
YILIN CHE 2018,cervix,CaSki,Osthole,120.0,48h,37.4,± 5,µM
YILIN CHE 2018,cervix,CaSki,Osthole,160.0,48h,21.9,± 4,µM
YILIN CHE 2018,cervix,CaSki,Osthole,200.0,48h,19.8,± 4,µM
Shang Jyh Kao 2012,lung,A549,Osthole,0.0,24h,101.0,± 11,µM
Shang Jyh Kao 2012,lung,A549,Osthole,20.0,24h,103.0,± 6,µM
Shang Jyh Kao 2012,lung,A549,Osthole,40.0,24h,97.1,± 9,µM
Shang Jyh Kao 2012,lung,A549,Osthole,60.0,24h,94.7,± 2,µM
Shang Jyh Kao 2012,lung,H1299,Osthole,0.0,24h,100.4,± 11,µM
Shang Jyh Kao 2012,lung,H1299,Osthole,20.0,24h,106.1,± 6,µM
Shang Jyh Kao 2012,lung,H1299,Osthole,40.0,24h,102.0,± 4,µM
Shang Jyh Kao 2012,lung,H1299,Osthole,60.0,24h,94.7,± 6,µM
Shang Jyh Kao 2012,lung,CL1-5,Osthole,0.0,24h,100.4,± 1,µM
Shang Jyh Kao 2012,lung,CL1-5,Osthole,20.0,24h,102.0,± 3,µM
Shang Jyh Kao 2012,lung,CL1-5,Osthole,40.0,24h,95.5,± 7,µM
Shang Jyh Kao 2012,lung,CL1-5,Osthole,60.0,24h,94.7,± 4,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,25.0,24h,93.3,± 3,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,50.0,24h,82.2,± 3,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,75.0,24h,67.7,± 2,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,100.0,24h,55.5,± 3,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,125.0,24h,52.7,± 2,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,150.0,24h,51.0,± 3,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,175.0,24h,47.2,± 2,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,200.0,24h,42.2,± 2,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,25.0,48h,85.5,± 4,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,50.0,48h,63.8,± 4,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,75.0,48h,42.7,± 2,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,100.0,48h,31.6,± 3,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,125.0,48h,27.7,± 3,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,150.0,48h,24.4,± 3,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,175.0,48h,21.6,± 2,µM
Yunzhong Jiang 2023,bladder,5637,Osthole,200.0,48h,19.5,± 3,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,25.0,24h,91.9,± 3,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,50.0,24h,87.2,± 2,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,75.0,24h,83.4,± 3,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,100.0,24h,74.3,± 3,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,125.0,24h,64.7,± 3,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,150.0,24h,55.6,± 3,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,175.0,24h,44.9,± 3,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,200.0,24h,35.3,± 3,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,25.0,48h,87.7,± 3,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,50.0,48h,75.9,± 4,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,75.0,48h,63.6,± 2,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,100.0,48h,55.1,± 3,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,125.0,48h,42.2,± 2,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,150.0,48h,38.8,± 3,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,175.0,48h,25.7,± 4,µM
Yunzhong Jiang 2023,bladder,253J,Osthole,200.0,48h,14.4,± 4,µM
LEI LIANG 2021,Endometrial ,JEC,Osthole,25.0,24h,92.0,±  0,µM
LEI LIANG 2021,Endometrial ,JEC,Osthole,50.0,24h,82.0,± 4,µM
LEI LIANG 2021,Endometrial ,JEC,Osthole,100.0,24h,67.0,± 5,µM
LEI LIANG 2021,Endometrial ,JEC,Osthole,200.0,24h,61.0,± 0,µM
LEI LIANG 2021,Endometrial ,JEC,Osthole,25.0,48h,78.8,± 4,µM
LEI LIANG 2021,Endometrial ,JEC,Osthole,50.0,48h,56.9,± 0,µM
LEI LIANG 2021,Endometrial ,JEC,Osthole,100.0,48h,48.8,± 3,µM
LEI LIANG 2021,Endometrial ,JEC,Osthole,200.0,48h,30.6,± 0,µM
LEI LIANG 2021,Endometrial ,JEC,Osthole,25.0,72h,60.0,± 7,µM
LEI LIANG 2021,Endometrial ,JEC,Osthole,50.0,72h,46.8,± 5,µM
LEI LIANG 2021,Endometrial ,JEC,Osthole,100.0,72h,35.0,± 0,µM
LEI LIANG 2021,Endometrial ,JEC,Osthole,200.0,72h,20.0,± 0,µM
LEI LIANG 2021,Endometrial ,KLE,Osthole,25.0,24h,96.9,± 0,µM
LEI LIANG 2021,Endometrial ,KLE,Osthole,50.0,24h,86.3,± 0,µM
LEI LIANG 2021,Endometrial ,KLE,Osthole,100.0,24h,68.8,± 7,µM
LEI LIANG 2021,Endometrial ,KLE,Osthole,200.0,24h,63.1,± 4,µM
LEI LIANG 2021,Endometrial ,KLE,Osthole,25.0,48h,91.3,± 0,µM
LEI LIANG 2021,Endometrial ,KLE,Osthole,50.0,48h,70.0,± 0,µM
LEI LIANG 2021,Endometrial ,KLE,Osthole,100.0,48h,57.5,± 5,µM
LEI LIANG 2021,Endometrial ,KLE,Osthole,200.0,48h,45.6,± 0,µM
LEI LIANG 2021,Endometrial ,KLE,Osthole,25.0,72h,76.8,± 5,µM
LEI LIANG 2021,Endometrial ,KLE,Osthole,50.0,72h,55.6,± 0,µM
LEI LIANG 2021,Endometrial ,KLE,Osthole,100.0,72h,45.0,± ,µM
LEI LIANG 2021,Endometrial ,KLE,Osthole,200.0,72h,31.9,± 5,µM
LEI LIANG 2021,Endometrial ,Ishikawa,Osthole,25.0,24h,92.1,± 0,µM
LEI LIANG 2021,Endometrial ,Ishikawa,Osthole,50.0,24h,84.3,± 0,µM
LEI LIANG 2021,Endometrial ,Ishikawa,Osthole,100.0,24h,72.0,± 2,µM
LEI LIANG 2021,Endometrial ,Ishikawa,Osthole,200.0,24h,68.0,± 3,µM
LEI LIANG 2021,Endometrial ,Ishikawa,Osthole,25.0,48h,86.2,± 0,µM
LEI LIANG 2021,Endometrial ,Ishikawa,Osthole,50.0,48h,76.1,± 2,µM
LEI LIANG 2021,Endometrial ,Ishikawa,Osthole,100.0,48h,49.7,± 2,µM
LEI LIANG 2021,Endometrial ,Ishikawa,Osthole,200.0,48h,37.1,± 0,µM
LEI LIANG 2021,Endometrial ,Ishikawa,Osthole,25.0,72h,76.1,± 0,µM
LEI LIANG 2021,Endometrial ,Ishikawa,Osthole,50.0,72h,57.2,± 3,µM
LEI LIANG 2021,Endometrial ,Ishikawa,Osthole,100.0,72h,40.3,± 0,µM
LEI LIANG 2021,Endometrial ,Ishikawa,Osthole,200.0,72h,28.3,± 0,µM
Cheng-Fang Tsai 2014,Glioblastoma,U251,Osthole,1.0,24h,81.4,± 3,µM
Cheng-Fang Tsai 2014,Glioblastoma,U251,Osthole,10.0,24h,73.1,± 4,µM
Cheng-Fang Tsai 2014,Glioblastoma,U251,Osthole,30.0,24h,48.3,± 0,µM
Cheng-Fang Tsai 2014,Oligodendroglioma,HS683,Osthole,1.0,24h,97.9,± 0,µM
Cheng-Fang Tsai 2014,Oligodendroglioma,HS683,Osthole,10.0,24h,86.2,± 5,µM
Cheng-Fang Tsai 2014,Oligodendroglioma,HS683,Osthole,30.0,24h,71.0,± 5,µM
XIAO-MAN XU 2012,lung,A549,Osthole,20.0,24h,91.5,± 1,µM
XIAO-MAN XU 2012,lung,A549,Osthole,40.0,24h,80.9,± 1,µM
XIAO-MAN XU 2012,lung,A549,Osthole,60.0,24h,73.0,± 2,µM
XIAO-MAN XU 2012,lung,A549,Osthole,80.0,24h,61.0,± 2,µM
VICTOR C HIA -HSIANG L IN 2010,breast,MDA-MB-231,Osthole,5.0,48h,97.7,± 3,µM
VICTOR C HIA -HSIANG L IN 2010,breast,MDA-MB-231,Osthole,10.0,48h,100.5,± 3,µM
VICTOR C HIA -HSIANG L IN 2010,breast,MDA-MB-231,Osthole,20.0,48h,98.7,± 3,µM
VICTOR C HIA -HSIANG L IN 2010,breast,MDA-MB-231,Osthole,40.0,48h,86.3,± 0,µM
VICTOR C HIA -HSIANG L IN 2010,breast,MDA-MB-231,Osthole,80.0,48h,69.3,± 0,µM
VICTOR C HIA -HSIANG L IN 2010,breast,MCF-7,Osthole,5.0,48h,97.7,± 3,µM
VICTOR C HIA -HSIANG L IN 2010,breast,MCF-7,Osthole,10.0,48h,95.9,± 4,µM
VICTOR C HIA -HSIANG L IN 2010,breast,MCF-7,Osthole,20.0,48h,90.0,± 4,µM
VICTOR C HIA -HSIANG L IN 2010,breast,MCF-7,Osthole,40.0,48h,89.7,± 0,µM
VICTOR C HIA -HSIANG L IN 2010,breast,MCF-7,Osthole,80.0,48h,86.7,± 0,µM
VICTOR C HIA -HSIANG L IN 2010,ovarian,SKOV3,Osthole,5.0,48h,81.0,± 3,µM
VICTOR C HIA -HSIANG L IN 2010,ovarian,SKOV3,Osthole,10.0,48h,70.2,± 2,µM
VICTOR C HIA -HSIANG L IN 2010,ovarian,SKOV3,Osthole,20.0,48h,64.3,± 3,µM
VICTOR C HIA -HSIANG L IN 2010,ovarian,SKOV3,Osthole,40.0,48h,54.4,± 2,µM
VICTOR C HIA -HSIANG L IN 2010,ovarian,SKOV3,Osthole,80.0,48h,45.5,± 0,µM
JISOO SONG 2024,prostate,PC3,Osthole,2.0,48h,97.3,± 22,µM
JISOO SONG 2024,prostate,PC3,Osthole,5.0,48h,86.4,± 18,µM
JISOO SONG 2024,prostate,PC3,Osthole,10.0,48h,52.7,± 10,µM
JISOO SONG 2024,prostate,PC3,Osthole,20.0,48h,50.0,± 5,µM
JISOO SONG 2024,prostate,PC3,Osthole,50.0,48h,55.5,± 7,µM
JISOO SONG 2024,prostate,Du145,Osthole,2.0,48h,76.4,± 25,µM
JISOO SONG 2024,prostate,Du145,Osthole,5.0,48h,56.4,± 15,µM
JISOO SONG 2024,prostate,Du145,Osthole,10.0,48h,47.3,± 12,µM
JISOO SONG 2024,prostate,Du145,Osthole,20.0,48h,47.3,± 2,µM
JISOO SONG 2024,prostate,Du145,Osthole,50.0,48h,44.6,± 11,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,MHCC-97H,Osthole,20.0,24h,92.7,± 2,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,MHCC-97H,Osthole,40.0,24h,87.7,± 7,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,MHCC-97H,Osthole,80.0,24h,82.7,± 1,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,MHCC-97H,Osthole,120.0,24h,74.7,± 4,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,MHCC-97H,Osthole,160.0,24h,63.2,± 3,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,MHCC-97H,Osthole,200.0,24h,55.3,± 6,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,MHCC-97H,Osthole,20.0,48h,86.2,± 7,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,MHCC-97H,Osthole,40.0,48h,74.7,± 4,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,MHCC-97H,Osthole,80.0,48h,54.6,± 5,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,MHCC-97H,Osthole,120.0,48h,48.1,± 7,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,MHCC-97H,Osthole,160.0,48h,41.0,± 0,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,MHCC-97H,Osthole,200.0,48h,33.7,± 4,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,HCC-LM3,Osthole,20.0,24h,95.6,± 5,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,HCC-LM3,Osthole,40.0,24h,86.2,± 8,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,HCC-LM3,Osthole,80.0,24h,72.6,± 5,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,HCC-LM3,Osthole,120.0,24h,64.7,± 5,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,HCC-LM3,Osthole,160.0,24h,53.1,± 8,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,HCC-LM3,Osthole,200.0,24h,43.1,± 0,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,HCC-LM3,Osthole,20.0,48h,84.8,± 6,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,HCC-LM3,Osthole,40.0,48h,73.3,± 5,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,HCC-LM3,Osthole,80.0,48h,59.6,± 7,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,HCC-LM3,Osthole,120.0,48h,51.0,± 10,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,HCC-LM3,Osthole,160.0,48h,37.4,± 4,µM
ZHI-KUN LIN 2017,hepatocellular carcinoma,HCC-LM3,Osthole,200.0,48h,32.3,± 4,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,20.0,24h,87.9,± 4,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,40.0,24h,83.7,± 0,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,80.0,24h,75.2,± 4,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,120.0,24h,48.2,± 3,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,160.0,24h,40.6,± 0,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,200.0,24h,31.3,± 0,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,240.0,24h,24.5,± 4,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,20.0,48h,81.1,± 0,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,40.0,48h,74.4,± 0,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,80.0,48h,60.0,± 3,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,120.0,48h,34.7,± 0,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,160.0,48h,24.5,± 3,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,200.0,48h,11.8,± 3,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE180,Osthole,240.0,48h,5.1,± 0,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",kYSE410,Osthole,20.0,24h,93.8,± 0,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",kYSE410,Osthole,40.0,24h,87.8,± 0,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",kYSE410,Osthole,80.0,24h,73.5,± 4,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",kYSE410,Osthole,120.0,24h,65.9,± 2,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",kYSE410,Osthole,160.0,24h,59.2,± 3,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",kYSE410,Osthole,200.0,24h,48.2,± 4,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",kYSE410,Osthole,240.0,24h,37.2,± 3,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE410,Osthole,20.0,48h,93.8,± 0,µM
Xinbing Zhu 2018,"esophageal squamous cell
carcinoma",KYSE410,Osthole,40.0,48h,83.7,± 4,µM
